id,nome,data,tasso
MII179830,Pescara,2024-12-29,165.8088
MII179842,Piacenza,2024-12-29,129.5739
MII179856,Piazza Armerina,2024-12-29,156.2500
MII182919,Pisa,2024-12-29,147.4860
MII179896,Pistoia,2024-12-29,85.3333
MII179913,Pordenone,2024-12-29,135.1351
MII179932,Porto Azzurro,2024-12-29,108.2508
MII179938,Potenza,2024-12-29,184.6154
MII179958,Prato,2024-12-29,106.7010
MII179965,Ragusa,2024-12-29,110.3825
MII179981,Ravenna,2024-12-29,165.3061
MII179988,Reggio Calabria Arghillà,2024-12-29,120.9790
MII179995,Reggio Calabria Giuseppe Panzera,2024-12-29,123.6364
MII182339,Reggio Emilia,2024-12-29,127.4678
MII169535,Rieti,2024-12-29,179.9308
MII180001,Rimini,2024-12-29,112.7119
MII180380,Roma Rebibbia,2024-12-29,95.9459
MII180348,Roma Rebibbia femminile,2024-12-29,142.6415
MII180356,Roma Rebibbia IIIª casa,2024-12-29,62.8788
MII180370,Roma Rebibbia Nuovo Complesso,2024-12-29,147.1145
MII180401,Roma Regina Coeli,2024-12-29,186.3958
MII180415,Rossano,2024-12-29,117.1103
MII180424,Rovigo,2024-12-29,119.1388
MII180426,Salerno,2024-12-29,154.4236
MII180437,Saluzzo,2024-12-29,84.1981
MII180451,San Cataldo,2024-12-29,87.3134
MII180458,San Gimignano,2024-12-29,137.6682
MII180476,San Severo,2024-12-29,139.3443
MII180465,Sanremo,2024-12-29,122.6244
MII181079,Sant'Angelo dei Lombardi,2024-12-29,149.5726
MII180487,Santa Maria Capua Vetere,2024-12-29,139.3939
MII181091,Sassari,2024-12-29,118.3223
MII181109,Sciacca,2024-12-29,110.0000
MII181115,Siena,2024-12-29,129.3103
MII181125,Siracusa,2024-12-29,122.9358
MII181346,Sondrio,2024-12-29,157.6923
MII181358,Spoleto,2024-12-29,101.7544
MII181371,Sulmona,2024-12-29,86.1057
MII181377,Taranto,2024-12-29,196.2810
MII181385,Tempio Pausania,2024-12-29,95.2941
MII181392,Teramo,2024-12-29,171.2598
MII181401,Termini Imerese,2024-12-29,103.1579
MII181407,Terni,2024-12-29,136.4929
MII181417,Tolmezzo,2024-12-29,96.6216
MII181424,Torino,2024-12-29,130.4110
MII181434,Trani,2024-12-29,131.9865
MII181440,Trani femminile,2024-12-29,115.6250
MII181625,Trapani,2024-12-29,104.8290
MII181636,Trento,2024-12-29,85.1675
MII181645,Treviso,2024-12-29,181.8182
MII181661,Trieste,2024-12-29,161.6438
MII181681,Turi,2024-12-29,157.4074
MII181672,Udine,2024-12-29,186.3158
MII181691,Vallo della Lucania,2024-12-29,147.5000
MII181703,Varese,2024-12-29,186.7925
MII181820,Vasto,2024-12-29,61.2245
MII181839,Velletri,2024-12-29,143.3234
MII181847,Venezia Giudecca,2024-12-29,89.2857
MII181863,Venezia Santa Maria Maggiore,2024-12-29,166.2420
MII181870,Verbania,2024-12-29,145.2830
MII181880,Vercelli,2024-12-29,160.3261
MII181891,Verona,2024-12-29,189.3082
MII181908,Vibo Valentia,2024-12-29,102.6810
MII181918,Vicenza,2024-12-29,151.2097
MII181924,Vigevano,2024-12-29,154.3860
MII181934,Viterbo,2024-12-29,174.0741
MII179733,Voghera,2024-12-29,103.8123
MII179876,Volterra,2024-12-29,92.0213
MII158910,Agrigento,2025-01-05,132.1705
MII157783,Alba,2025-01-05,89.7959
MII158919,"Alessandria Cantiello, Gaeta",2025-01-05,94.7619
MII158924,Alessandria San Michele,2025-01-05,141.4449
MII158935,Alghero,2025-01-05,55.1282
MII172277,Altamura,2025-01-05,168.6275
MII158944,Ancona Barcaglione,2025-01-05,87.0000
MII158941,Ancona Montacuto,2025-01-05,134.7656
MII158945,Arbus,2025-01-05,67.4603
MII158948,Arezzo,2025-01-05,165.2174
MII159053,Ariano Irpino,2025-01-05,130.0000
MII159060,Arienzo,2025-01-05,150.0000
MII159065,Ascoli Piceno,2025-01-05,138.0000
MII159069,Asti,2025-01-05,121.0784
MII159314,Augusta,2025-01-05,166.3743
MII172011,Avellino,2025-01-05,116.1638
MII172187,Aversa,2025-01-05,112.8205
MII182440,Avezzano,2025-01-05,145.0980
MII172222,Barcellona Pozzo di Gotto,2025-01-05,68.4211
MII181678,Bari,2025-01-05,165.8730
MII158901,Belluno,2025-01-05,136.5854
MII160204,Benevento,2025-01-05,156.1265
MII172827,Bergamo,2025-01-05,184.5912
MII172332,Biella,2025-01-05,128.7179
MII172344,Bollate,2025-01-05,110.0395
MII172508,Bologna,2025-01-05,173.6082
MII172580,Bolzano,2025-01-05,138.6364
MII172592,Brescia Canton Monbello,2025-01-05,212.0879
MII172610,Brescia Verziano,2025-01-05,160.0000
MII172623,Brindisi,2025-01-05,168.0672
MII172814,Brissogne - Aosta,2025-01-05,81.7647
MII172320,Busto Arsizio,2025-01-05,181.1404
MII172835,Cagliari Uta,2025-01-05,136.7201
MII173006,Caltagirone,2025-01-05,115.1194
MII173063,Caltanissetta,2025-01-05,127.8689
MII173088,Campobasso,2025-01-05,170.8333
MII173101,Carinola,2025-01-05,91.7603
MII173114,Cassino,2025-01-05,163.7795
MII173237,Castelfranco Emilia,2025-01-05,64.4295
MII173259,Castelvetrano,2025-01-05,163.6364
MII173265,Castrovillari,2025-01-05,150.8197
MII173285,Catania Bicocca,2025-01-05,153.4351
MII173301,Catania Piazza Lanza,2025-01-05,147.3118
MII173311,Catanzaro,2025-01-05,100.9464
MII173356,Chiavari,2025-01-05,121.1538
MII173364,Chieti,2025-01-05,169.6203
MII173688,Civitavecchia Giuseppe Passerini,2025-01-05,92.3913
MII172208,Civitavecchia Nuovo Complesso,2025-01-05,174.5981
MII173712,Como,2025-01-05,190.6667
MII173341,Cosenza,2025-01-05,122.2749
MII173747,Cremona,2025-01-05,148.4375
MII173324,Crotone,2025-01-05,131.1828
MII173764,Cuneo,2025-01-05,101.0610
MII173784,Eboli,2025-01-05,90.7407
MII173813,Enna,2025-01-05,135.2564
MII173994,Favignana,2025-01-05,95.5056
MII174501,Fermo,2025-01-05,125.5814
MII174686,Ferrara,2025-01-05,161.0656
MII174825,Firenze Mario Gozzini,2025-01-05,132.4675
MII174720,Firenze Sollicciano,2025-01-05,145.7064
MII176375,Foggia,2025-01-05,206.7524
MII176403,Forlì,2025-01-05,114.3939
MII176414,Fossano,2025-01-05,78.6765
MII176424,Fossombrone,2025-01-05,89.1089
MII176437,Frosinone,2025-01-05,124.4589
MII176451,Gela,2025-01-05,156.2500
MII152284,Genova Marassi,2025-01-05,126.3551
MII176703,Genova Pontedecimo,2025-01-05,162.7907
MII176714,Giarre,2025-01-05,137.2549
MII176719,Gorizia,2025-01-05,149.0566
MII176743,Grosseto,2025-01-05,173.3333
MII176749,Imperia,2025-01-05,128.3019
MII176759,Isernia,2025-01-05,147.7273
MII176771,Isili,2025-01-05,71.9626
MII176781,Ivrea,2025-01-05,144.4444
MII177134,L'Aquila,2025-01-05,77.9279
MII176788,La Spezia,2025-01-05,117.4757
MII177107,Lanciano,2025-01-05,116.5919
MII177118,Lanusei,2025-01-05,96.9697
MII177323,Larino,2025-01-05,123.7288
MII177332,Latina,2025-01-05,172.7273
MII177346,Laureana di Borrello,2025-01-05,127.0270
MII177384,Lauro,2025-01-05,10.0000
MII177420,Lecce,2025-01-05,164.5722
MII177436,Lecco,2025-01-05,150.9434
MII177463,Livorno,2025-01-05,131.6667
MII177498,Livorno Gorgona,2025-01-05,87.6404
MII177996,Locri,2025-01-05,144.1860
MII178027,Lodi,2025-01-05,175.0000
MII178035,Lucca,2025-01-05,197.3684
MII178045,Lucera,2025-01-05,117.7778
MII178072,Mantova,2025-01-05,157.4468
MII178085,Massa,2025-01-05,145.7831
MII178115,Massa Marittima,2025-01-05,93.7500
MII178124,Matera,2025-01-05,146.4000
MII178141,Melfi,2025-01-05,137.3016
MII178148,Messina,2025-01-05,100.9132
MII158895,Milano San Vittore,2025-01-05,217.4468
MII178501,Milano San Vittore femminile,2025-01-05,191.1111
MII178638,Modena,2025-01-05,153.3875
MII178659,Monza,2025-01-05,174.5098
MII178666,Napoli Poggioreale,2025-01-05,155.7437
MII178672,Napoli Secondigliano,2025-01-05,136.3804
MII178681,Noto,2025-01-05,85.2273
MII178700,Novara,2025-01-05,106.4103
MII179224,Nuoro,2025-01-05,72.8938
MII178003,Onanì,2025-01-05,69.4118
MII179237,Opera,2025-01-05,146.2222
MII179274,Oristano,2025-01-05,85.1145
MII179280,Orvieto,2025-01-05,119.3878
MII179290,Padova,2025-01-05,125.1337
MII179299,Padova Nuovo Complesso,2025-01-05,148.5333
MII179306,Palermo Pagliarelli,2025-01-05,124.0484
MII179324,Palermo Ucciardone,2025-01-05,99.0654
MII179331,Paliano,2025-01-05,42.7632
MII179342,Palmi,2025-01-05,118.4397
MII179353,Paola,2025-01-05,121.4286
MII179364,Parma,2025-01-05,121.7532
MII182910,Pavia,2025-01-05,132.8713
MII179781,Perugia,2025-01-05,149.6753
MII179818,Pesaro,2025-01-05,159.3548
MII179830,Pescara,2025-01-05,163.6029
MII179842,Piacenza,2025-01-05,129.5739
MII179856,Piazza Armerina,2025-01-05,154.1667
MII182919,Pisa,2025-01-05,148.0447
MII179896,Pistoia,2025-01-05,85.3333
MII179913,Pordenone,2025-01-05,140.5405
MII179932,Porto Azzurro,2025-01-05,108.2508
MII179938,Potenza,2025-01-05,186.5385
MII179958,Prato,2025-01-05,107.7320
MII179965,Ragusa,2025-01-05,111.4754
MII179981,Ravenna,2025-01-05,159.1837
MII179988,Reggio Calabria Arghillà,2025-01-05,119.9301
MII179995,Reggio Calabria Giuseppe Panzera,2025-01-05,125.4545
MII182339,Reggio Emilia,2025-01-05,129.0598
MII169535,Rieti,2025-01-05,182.0069
MII180001,Rimini,2025-01-05,115.2542
MII180380,Roma Rebibbia,2025-01-05,95.2703
MII180348,Roma Rebibbia femminile,2025-01-05,143.0189
MII180356,Roma Rebibbia IIIª casa,2025-01-05,61.3636
MII180370,Roma Rebibbia Nuovo Complesso,2025-01-05,145.4115
MII180401,Roma Regina Coeli,2025-01-05,185.5124
MII180415,Rossano,2025-01-05,116.7300
MII180424,Rovigo,2025-01-05,121.5311
MII180426,Salerno,2025-01-05,153.6193
MII180437,Saluzzo,2025-01-05,84.4340
MII180451,San Cataldo,2025-01-05,86.5672
MII180458,San Gimignano,2025-01-05,136.7713
MII180476,San Severo,2025-01-05,140.9836
MII180465,Sanremo,2025-01-05,124.4344
MII181079,Sant'Angelo dei Lombardi,2025-01-05,148.7179
MII180487,Santa Maria Capua Vetere,2025-01-05,139.8268
MII181091,Sassari,2025-01-05,118.3223
MII181109,Sciacca,2025-01-05,105.0000
MII181115,Siena,2025-01-05,129.3103
MII181125,Siracusa,2025-01-05,122.3853
MII181346,Sondrio,2025-01-05,146.1538
MII181358,Spoleto,2025-01-05,100.6579
MII181371,Sulmona,2025-01-05,86.6928
MII181377,Taranto,2025-01-05,194.6281
MII181385,Tempio Pausania,2025-01-05,95.2941
MII181392,Teramo,2025-01-05,170.8661
MII181401,Termini Imerese,2025-01-05,106.3158
MII181407,Terni,2025-01-05,135.7820
MII181417,Tolmezzo,2025-01-05,96.6216
MII181424,Torino,2025-01-05,130.3196
MII181434,Trani,2025-01-05,131.9865
MII181440,Trani femminile,2025-01-05,115.6250
MII181625,Trapani,2025-01-05,104.0241
MII181636,Trento,2025-01-05,84.9282
MII181645,Treviso,2025-01-05,184.8485
MII181661,Trieste,2025-01-05,160.2740
MII181681,Turi,2025-01-05,157.4074
MII181672,Udine,2025-01-05,194.5652
MII181691,Vallo della Lucania,2025-01-05,142.5000
MII181703,Varese,2025-01-05,184.9057
MII181820,Vasto,2025-01-05,62.5850
MII181839,Velletri,2025-01-05,144.5104
MII181847,Venezia Giudecca,2025-01-05,89.2857
MII181863,Venezia Santa Maria Maggiore,2025-01-05,168.1529
MII181870,Verbania,2025-01-05,163.0435
MII181880,Vercelli,2025-01-05,159.7826
MII181891,Verona,2025-01-05,189.9054
MII181908,Vibo Valentia,2025-01-05,101.3263
MII181918,Vicenza,2025-01-05,150.4000
MII181924,Vigevano,2025-01-05,153.9474
MII181934,Viterbo,2025-01-05,174.5679
MII179733,Voghera,2025-01-05,104.1056
MII179876,Volterra,2025-01-05,90.9574
MII158910,Agrigento,2025-01-12,132.5581
MII157783,Alba,2025-01-12,93.8776
MII158919,"Alessandria Cantiello, Gaeta",2025-01-12,93.8095
MII158924,Alessandria San Michele,2025-01-12,141.0646
MII158935,Alghero,2025-01-12,53.8462
MII172277,Altamura,2025-01-12,168.6275
MII158944,Ancona Barcaglione,2025-01-12,89.0000
MII158941,Ancona Montacuto,2025-01-12,130.0781
MII158945,Arbus,2025-01-12,67.4603
MII158948,Arezzo,2025-01-12,178.2609
MII159053,Ariano Irpino,2025-01-12,132.0000
MII159060,Arienzo,2025-01-12,150.0000
MII159065,Ascoli Piceno,2025-01-12,139.2157
MII159069,Asti,2025-01-12,122.5490
MII159314,Augusta,2025-01-12,165.7895
MII172011,Avellino,2025-01-12,116.8103
MII172187,Aversa,2025-01-12,114.1026
MII182440,Avezzano,2025-01-12,135.2941
MII172222,Barcellona Pozzo di Gotto,2025-01-12,71.0438
MII181678,Bari,2025-01-12,169.4444
MII158901,Belluno,2025-01-12,139.0244
MII160204,Benevento,2025-01-12,156.9170
MII172827,Bergamo,2025-01-12,185.2201
MII172332,Biella,2025-01-12,129.2308
MII172344,Bollate,2025-01-12,110.4348
MII172508,Bologna,2025-01-12,175.7261
MII172580,Bolzano,2025-01-12,131.8182
MII172592,Brescia Canton Monbello,2025-01-12,211.5385
MII172610,Brescia Verziano,2025-01-12,162.8571
MII172623,Brindisi,2025-01-12,168.9076
MII172814,Brissogne - Aosta,2025-01-12,80.0000
MII172320,Busto Arsizio,2025-01-12,179.8246
MII172835,Cagliari Uta,2025-01-12,136.1854
MII173006,Caltagirone,2025-01-12,115.6499
MII173063,Caltanissetta,2025-01-12,131.1475
MII173088,Campobasso,2025-01-12,172.9167
MII173101,Carinola,2025-01-12,92.1348
MII173114,Cassino,2025-01-12,161.0687
MII173237,Castelfranco Emilia,2025-01-12,61.7450
MII173259,Castelvetrano,2025-01-12,159.0909
MII173265,Castrovillari,2025-01-12,153.2787
MII173285,Catania Bicocca,2025-01-12,150.3817
MII173301,Catania Piazza Lanza,2025-01-12,152.8986
MII173311,Catanzaro,2025-01-12,99.8423
MII173356,Chiavari,2025-01-12,121.1538
MII173364,Chieti,2025-01-12,169.6203
MII173688,Civitavecchia Giuseppe Passerini,2025-01-12,90.2174
MII172208,Civitavecchia Nuovo Complesso,2025-01-12,173.6334
MII173712,Como,2025-01-12,191.5556
MII173341,Cosenza,2025-01-12,121.9626
MII173747,Cremona,2025-01-12,147.1354
MII173324,Crotone,2025-01-12,132.2581
MII173764,Cuneo,2025-01-12,101.3228
MII173784,Eboli,2025-01-12,90.7407
MII173813,Enna,2025-01-12,133.3333
MII173994,Favignana,2025-01-12,94.3820
MII174501,Fermo,2025-01-12,118.6047
MII174686,Ferrara,2025-01-12,161.0656
MII174825,Firenze Mario Gozzini,2025-01-12,133.7662
MII174720,Firenze Sollicciano,2025-01-12,146.8144
MII176375,Foggia,2025-01-12,207.0740
MII176403,Forlì,2025-01-12,114.3939
MII176414,Fossano,2025-01-12,79.4118
MII176424,Fossombrone,2025-01-12,89.1089
MII176437,Frosinone,2025-01-12,124.4589
MII176451,Gela,2025-01-12,162.5000
MII152284,Genova Marassi,2025-01-12,125.9813
MII176703,Genova Pontedecimo,2025-01-12,165.1163
MII176714,Giarre,2025-01-12,139.2157
MII176719,Gorizia,2025-01-12,152.8302
MII176743,Grosseto,2025-01-12,153.3333
MII176749,Imperia,2025-01-12,132.0755
MII176759,Isernia,2025-01-12,138.6364
MII176771,Isili,2025-01-12,71.0280
MII176781,Ivrea,2025-01-12,145.7447
MII177134,L'Aquila,2025-01-12,77.0270
MII176788,La Spezia,2025-01-12,116.5049
MII177107,Lanciano,2025-01-12,117.9372
MII177118,Lanusei,2025-01-12,96.9697
MII177323,Larino,2025-01-12,122.0339
MII177332,Latina,2025-01-12,168.8312
MII177346,Laureana di Borrello,2025-01-12,121.6216
MII177384,Lauro,2025-01-12,8.0000
MII177420,Lecce,2025-01-12,164.5722
MII177436,Lecco,2025-01-12,147.1698
MII177463,Livorno,2025-01-12,137.2222
MII177498,Livorno Gorgona,2025-01-12,93.2584
MII177996,Locri,2025-01-12,146.5116
MII178027,Lodi,2025-01-12,181.8182
MII178035,Lucca,2025-01-12,197.3684
MII178045,Lucera,2025-01-12,119.2593
MII178072,Mantova,2025-01-12,156.3830
MII178085,Massa,2025-01-12,144.5783
MII178115,Massa Marittima,2025-01-12,93.7500
MII178124,Matera,2025-01-12,143.2000
MII178141,Melfi,2025-01-12,134.1270
MII178148,Messina,2025-01-12,101.3699
MII158895,Milano San Vittore,2025-01-12,215.1064
MII178501,Milano San Vittore femminile,2025-01-12,184.4444
MII178638,Modena,2025-01-12,153.6585
MII178659,Monza,2025-01-12,177.0370
MII178666,Napoli Poggioreale,2025-01-12,155.3019
MII178672,Napoli Secondigliano,2025-01-12,135.7341
MII178681,Noto,2025-01-12,84.6591
MII178700,Novara,2025-01-12,107.6923
MII179224,Nuoro,2025-01-12,72.5275
MII178003,Onanì,2025-01-12,68.2353
MII179237,Opera,2025-01-12,145.1111
MII179274,Oristano,2025-01-12,85.4962
MII179280,Orvieto,2025-01-12,119.3878
MII179290,Padova,2025-01-12,123.5294
MII179299,Padova Nuovo Complesso,2025-01-12,148.2667
MII179306,Palermo Pagliarelli,2025-01-12,123.2699
MII179324,Palermo Ucciardone,2025-01-12,98.8785
MII179331,Paliano,2025-01-12,42.7632
MII179342,Palmi,2025-01-12,118.4397
MII179353,Paola,2025-01-12,121.4286
MII179364,Parma,2025-01-12,121.3938
MII182910,Pavia,2025-01-12,132.0792
MII179781,Perugia,2025-01-12,146.6019
MII179818,Pesaro,2025-01-12,158.0645
MII179830,Pescara,2025-01-12,166.1765
MII179842,Piacenza,2025-01-12,128.8221
MII179856,Piazza Armerina,2025-01-12,145.8333
MII182919,Pisa,2025-01-12,150.2793
MII179896,Pistoia,2025-01-12,84.7222
MII179913,Pordenone,2025-01-12,137.8378
MII179932,Porto Azzurro,2025-01-12,107.9208
MII179938,Potenza,2025-01-12,184.6154
MII179958,Prato,2025-01-12,107.5214
MII179965,Ragusa,2025-01-12,112.5683
MII179981,Ravenna,2025-01-12,169.3878
MII179988,Reggio Calabria Arghillà,2025-01-12,122.0280
MII179995,Reggio Calabria Giuseppe Panzera,2025-01-12,123.6364
MII182339,Reggio Emilia,2025-01-12,125.2137
MII169535,Rieti,2025-01-12,183.3910
MII180001,Rimini,2025-01-12,115.2542
MII180380,Roma Rebibbia,2025-01-12,95.2703
MII180348,Roma Rebibbia femminile,2025-01-12,144.1509
MII180356,Roma Rebibbia IIIª casa,2025-01-12,61.3636
MII180370,Roma Rebibbia Nuovo Complesso,2025-01-12,147.3037
MII180401,Roma Regina Coeli,2025-01-12,182.6620
MII180415,Rossano,2025-01-12,118.2510
MII180424,Rovigo,2025-01-12,122.2222
MII180426,Salerno,2025-01-12,154.4474
MII180437,Saluzzo,2025-01-12,83.4906
MII180451,San Cataldo,2025-01-12,86.5672
MII180458,San Gimignano,2025-01-12,136.7713
MII180476,San Severo,2025-01-12,134.4262
MII180465,Sanremo,2025-01-12,122.6244
MII181079,Sant'Angelo dei Lombardi,2025-01-12,146.1538
MII180487,Santa Maria Capua Vetere,2025-01-12,134.6797
MII181091,Sassari,2025-01-12,117.8808
MII181109,Sciacca,2025-01-12,105.0000
MII181115,Siena,2025-01-12,129.3103
MII181125,Siracusa,2025-01-12,122.2018
MII181346,Sondrio,2025-01-12,150.0000
MII181358,Spoleto,2025-01-12,100.0000
MII181371,Sulmona,2025-01-12,86.6928
MII181377,Taranto,2025-01-12,192.9752
MII181385,Tempio Pausania,2025-01-12,95.2941
MII181392,Teramo,2025-01-12,171.2598
MII181401,Termini Imerese,2025-01-12,103.1579
MII181407,Terni,2025-01-12,135.3081
MII181417,Tolmezzo,2025-01-12,97.2973
MII181424,Torino,2025-01-12,131.1070
MII181434,Trani,2025-01-12,129.9663
MII181440,Trani femminile,2025-01-12,106.2500
MII181625,Trapani,2025-01-12,105.2314
MII181636,Trento,2025-01-12,84.6890
MII181645,Treviso,2025-01-12,182.5758
MII181661,Trieste,2025-01-12,157.5342
MII181681,Turi,2025-01-12,154.6296
MII181672,Udine,2025-01-12,194.5652
MII181691,Vallo della Lucania,2025-01-12,137.5000
MII181703,Varese,2025-01-12,188.6792
MII181820,Vasto,2025-01-12,63.9456
MII181839,Velletri,2025-01-12,145.1039
MII181847,Venezia Giudecca,2025-01-12,87.5000
MII181863,Venezia Santa Maria Maggiore,2025-01-12,166.8790
MII181870,Verbania,2025-01-12,167.3913
MII181880,Vercelli,2025-01-12,161.4130
MII181891,Verona,2025-01-12,189.3082
MII181908,Vibo Valentia,2025-01-12,101.3405
MII181918,Vicenza,2025-01-12,150.8000
MII181924,Vigevano,2025-01-12,156.1404
MII181934,Viterbo,2025-01-12,174.8148
MII179733,Voghera,2025-01-12,105.5718
MII179876,Volterra,2025-01-12,91.4894
MII158910,Agrigento,2025-01-19,137.2093
MII157783,Alba,2025-01-19,93.8776
MII158919,"Alessandria Cantiello, Gaeta",2025-01-19,97.1429
MII158924,Alessandria San Michele,2025-01-19,140.8397
MII158935,Alghero,2025-01-19,53.2051
MII172277,Altamura,2025-01-19,168.6275
MII158944,Ancona Barcaglione,2025-01-19,90.0000
MII158941,Ancona Montacuto,2025-01-19,128.5156
MII158945,Arbus,2025-01-19,67.4603
MII158948,Arezzo,2025-01-19,173.9130
MII159053,Ariano Irpino,2025-01-19,134.4000
MII159060,Arienzo,2025-01-19,158.6207
MII159065,Ascoli Piceno,2025-01-19,138.2353
MII159069,Asti,2025-01-19,120.7921
MII159314,Augusta,2025-01-19,166.9591
MII172011,Avellino,2025-01-19,119.8276
MII172187,Aversa,2025-01-19,115.8120
MII182440,Avezzano,2025-01-19,137.2549
MII172222,Barcellona Pozzo di Gotto,2025-01-19,69.6246
MII181678,Bari,2025-01-19,168.2540
MII158901,Belluno,2025-01-19,139.0244
MII160204,Benevento,2025-01-19,153.7549
MII172827,Bergamo,2025-01-19,183.9623
MII172332,Biella,2025-01-19,127.1795
MII172344,Bollate,2025-01-19,110.1976
MII172508,Bologna,2025-01-19,177.0355
MII172580,Bolzano,2025-01-19,135.2273
MII172592,Brescia Canton Monbello,2025-01-19,212.6374
MII172610,Brescia Verziano,2025-01-19,162.8571
MII172623,Brindisi,2025-01-19,165.5462
MII172814,Brissogne - Aosta,2025-01-19,77.6471
MII172320,Busto Arsizio,2025-01-19,182.0175
MII172835,Cagliari Uta,2025-01-19,135.2941
MII173006,Caltagirone,2025-01-19,114.8541
MII173063,Caltanissetta,2025-01-19,132.2404
MII173088,Campobasso,2025-01-19,176.0417
MII173101,Carinola,2025-01-19,93.4457
MII173114,Cassino,2025-01-19,158.7786
MII173237,Castelfranco Emilia,2025-01-19,61.0738
MII173259,Castelvetrano,2025-01-19,156.8182
MII173265,Castrovillari,2025-01-19,145.9016
MII173285,Catania Bicocca,2025-01-19,150.3817
MII173301,Catania Piazza Lanza,2025-01-19,151.6129
MII173311,Catanzaro,2025-01-19,99.3691
MII173356,Chiavari,2025-01-19,115.3846
MII173364,Chieti,2025-01-19,172.1519
MII173688,Civitavecchia Giuseppe Passerini,2025-01-19,90.2174
MII172208,Civitavecchia Nuovo Complesso,2025-01-19,172.9904
MII173712,Como,2025-01-19,186.6667
MII173341,Cosenza,2025-01-19,120.0000
MII173747,Cremona,2025-01-19,145.0521
MII173324,Crotone,2025-01-19,130.1075
MII173764,Cuneo,2025-01-19,101.5873
MII173784,Eboli,2025-01-19,96.2963
MII173813,Enna,2025-01-19,134.6154
MII173994,Favignana,2025-01-19,94.3820
MII174501,Fermo,2025-01-19,127.9070
MII174686,Ferrara,2025-01-19,159.0164
MII174825,Firenze Mario Gozzini,2025-01-19,133.7662
MII174720,Firenze Sollicciano,2025-01-19,148.1994
MII176375,Foggia,2025-01-19,209.9678
MII176403,Forlì,2025-01-19,118.3206
MII176414,Fossano,2025-01-19,78.6765
MII176424,Fossombrone,2025-01-19,87.1287
MII176437,Frosinone,2025-01-19,124.0260
MII176451,Gela,2025-01-19,177.0833
MII152284,Genova Marassi,2025-01-19,125.7944
MII176703,Genova Pontedecimo,2025-01-19,165.1163
MII176714,Giarre,2025-01-19,143.1373
MII176719,Gorizia,2025-01-19,145.2830
MII176743,Grosseto,2025-01-19,126.6667
MII176749,Imperia,2025-01-19,141.5094
MII176759,Isernia,2025-01-19,140.9091
MII176771,Isili,2025-01-19,71.0280
MII176781,Ivrea,2025-01-19,142.2460
MII177134,L'Aquila,2025-01-19,77.4775
MII176788,La Spezia,2025-01-19,119.4175
MII177107,Lanciano,2025-01-19,117.4888
MII177118,Lanusei,2025-01-19,100.0000
MII177323,Larino,2025-01-19,124.5763
MII177332,Latina,2025-01-19,172.7273
MII177346,Laureana di Borrello,2025-01-19,121.6216
MII177384,Lauro,2025-01-19,8.0000
MII177420,Lecce,2025-01-19,164.8396
MII177436,Lecco,2025-01-19,150.9434
MII177463,Livorno,2025-01-19,141.1111
MII177498,Livorno Gorgona,2025-01-19,86.5169
MII177996,Locri,2025-01-19,148.8372
MII178027,Lodi,2025-01-19,179.5455
MII178035,Lucca,2025-01-19,207.8947
MII178045,Lucera,2025-01-19,117.7778
MII178072,Mantova,2025-01-19,154.2553
MII178085,Massa,2025-01-19,143.9759
MII178115,Massa Marittima,2025-01-19,91.6667
MII178124,Matera,2025-01-19,141.6000
MII178141,Melfi,2025-01-19,138.0952
MII178148,Messina,2025-01-19,100.0000
MII158895,Milano San Vittore,2025-01-19,211.9149
MII178501,Milano San Vittore femminile,2025-01-19,188.8889
MII178638,Modena,2025-01-19,153.9295
MII178659,Monza,2025-01-19,177.0936
MII178666,Napoli Poggioreale,2025-01-19,151.7673
MII178672,Napoli Secondigliano,2025-01-19,136.1034
MII178681,Noto,2025-01-19,84.6591
MII178700,Novara,2025-01-19,107.6923
MII179224,Nuoro,2025-01-19,72.5275
MII178003,Onanì,2025-01-19,70.0000
MII179237,Opera,2025-01-19,145.1111
MII179274,Oristano,2025-01-19,85.7692
MII179280,Orvieto,2025-01-19,121.4286
MII179290,Padova,2025-01-19,126.2032
MII179299,Padova Nuovo Complesso,2025-01-19,148.2667
MII179306,Palermo Pagliarelli,2025-01-19,124.5675
MII179324,Palermo Ucciardone,2025-01-19,100.5607
MII179331,Paliano,2025-01-19,42.1053
MII179342,Palmi,2025-01-19,119.8582
MII179353,Paola,2025-01-19,120.1299
MII179364,Parma,2025-01-19,120.1626
MII182910,Pavia,2025-01-19,131.2992
MII179781,Perugia,2025-01-19,150.0000
MII179818,Pesaro,2025-01-19,156.7742
MII179830,Pescara,2025-01-19,164.7059
MII179842,Piacenza,2025-01-19,126.0442
MII179856,Piazza Armerina,2025-01-19,147.9167
MII182919,Pisa,2025-01-19,151.9553
MII179896,Pistoia,2025-01-19,86.1111
MII179913,Pordenone,2025-01-19,143.2432
MII179932,Porto Azzurro,2025-01-19,108.2508
MII179938,Potenza,2025-01-19,163.9344
MII179958,Prato,2025-01-19,108.3761
MII179965,Ragusa,2025-01-19,111.4754
MII179981,Ravenna,2025-01-19,179.5918
MII179988,Reggio Calabria Arghillà,2025-01-19,123.4266
MII179995,Reggio Calabria Giuseppe Panzera,2025-01-19,123.6364
MII182339,Reggio Emilia,2025-01-19,125.6410
MII169535,Rieti,2025-01-19,180.2768
MII180001,Rimini,2025-01-19,117.7966
MII180380,Roma Rebibbia,2025-01-19,96.2838
