posti_regolamentari,posti_non_disponibili,posti_reali,posti_occupati,personale_polizia_previsti,personale_polizia_effettivi,personale_amministrativi_previsti,personale_amministrativi_effettivi,tasso_sovraffollamento
51196,4384,46812,61912,34035,31433,4049,3388,1.32
